acao_legislativa,autor,casa,data,descricao_ementa,identificacao,id_principal,local,id_documento
NA,Deputado Federal Jose Mario Schreiner (DEM/GO),senado,06/05/2019,"Institui a Declaração de Direitos de Liberdade Econômica, estabelece garantias de livre mercado, análise de impacto regulatório, e dá outras providências.", EMENDA 61 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2187
NA,Deputado Federal Alan Rick (DEM/AC),senado,06/05/2019,"Altera o §1º do art. 50 da Lei nº 10.406, de 10 de janeiro de 2002 constante do art. 7º da Medida Provisória nº 881, de 30 de abril de 2019.", EMENDA 62 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2188
NA,Deputado Federal Alan Rick (DEM/AC),senado,06/05/2019,"Altera o inciso III do Art. 2º da Medida Provisória 881, de 30 de abril de 2019.", EMENDA 63 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2189
NA,Deputada Federal Perpétua Almeida (PCdoB/AC),senado,06/05/2019,"Institui a Declaração de Direitos de Liberdade Econômica, estabelece garantias de livre mercado, análise de impacto regulatório, e dá outras providências.", EMENDA 64 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2190
NA,Senador Plínio Valério (PSDB/AM),senado,06/05/2019,NA, EMENDA 65 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2191
NA,Deputado Federal Zé Silva (SD/MG),senado,06/05/2019,"O Art 3º do CAPÍTULO II, da DECLARAÇÃO DE DIREITOS DE LIBERDADE ECONÔMICA, da MP 881/2019 que ""institui a Declaração de Direitos de Liberdade Econômica, estabelece garantias de livre mercado, análise de impacto regulatório, e dá outras providências"", passa a vigorar com as seguintes alterações: Art. 3º.................................................................................................................................. XI - receber tratamento isonômico e desburocratizado dos agentes financeiros federais e regionais, e o Banco Nacional de Desenvolvimento Econômico e Social (BNDES), na busca de crédito para o desenvolvimento da atividade econômica, seja ela realizada no meio rural ou urbano.", EMENDA 66 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2192
NA,Deputado Federal Zé Silva (SD/MG),senado,06/05/2019,"O Art 1º da MP 881/2019 que ""institui a Declaração de Direitos de Liberdade Econômica, estabelece garantias de livre mercado, análise de impacto regulatório, e dá outras providências"", passa a vigorar com as seguintes alterações: Art. 1º.................................................................................................................................. § 5º Para fins do disposto nesta Medida Provisória, consideram-se atos públicos de liberação da atividade econômica a licença, a autorização, a inscrição, o registro, o alvará, o Cadastro de Produtor Rural e os demais atos exigidos, com qualquer denominação, por órgão ou entidade da administração pública na aplicação de legislação, como condição prévia para o exercício de atividade econômica, inclusive o início, a instalação, a operação, a produção, o funcionamento, o uso, o exercício ou a realização, no âmbito público ou privado, de atividade, serviço, estabelecimento, profissão, instalação, operação, produto, equipamento, veículo, edificação e outros.", EMENDA 67 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2193
NA,Deputado Federal Zé Silva (SD/MG),senado,06/05/2019,"A MP 881/2019 que ""institui a Declaração de Direitos de Liberdade Econômica, estabelece garantias de livre mercado, análise de impacto regulatório, e dá outras providências"", passa a vigorar com as seguintes alterações: Art. 1º.................................................................................................................................. § 1º O disposto nesta Medida Provisória será observado na aplicação e na interpretação de direito civil, empresarial, econômico, urbanístico, rural e do trabalho nas relações jurídicas que se encontrem no seu âmbito de aplicação, e na ordenação pública sobre o exercício das profissões, juntas comerciais, produção e consumo e proteção ao meio ambiente.", EMENDA 68 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2194
NA,Deputada Federal Alice Portugal (PCdoB/BA),senado,06/05/2019,"Institui a Declaração de Direitos de Liberdade Econômica, estabelece garantias de livre mercado, análise de impacto regulatório, e dá outras providências.", EMENDA 69 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2195
NA,Deputada Federal Alice Portugal (PCdoB/BA),senado,06/05/2019,"Institui a Declaração de Direitos de Liberdade Econômica, estabelece garantias de livre mercado, análise de impacto regulatório, e dá outras providências.", EMENDA 70 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2196
NA,Deputada Federal Alice Portugal (PCdoB/BA),senado,06/05/2019,"Institui a Declaração de Direitos de Liberdade Econômica, estabelece garantias de livre mercado, análise de impacto regulatório, e dá outras providências.", EMENDA 71 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2197
NA,Deputada Federal Alice Portugal (PCdoB/BA),senado,06/05/2019,"Institui a Declaração de Direitos de Liberdade Econômica, estabelece garantias de livre mercado, análise de impacto regulatório, e dá outras providências.", EMENDA 72 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2198
NA,Deputada Federal Alice Portugal (PCdoB/BA),senado,06/05/2019,"Institui a Declaração de Direitos de Liberdade Econômica, estabelece garantias de livre mercado, análise de impacto regulatório, e dá outras providências.", EMENDA 73 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2199
NA,Deputado Federal Ivan Valente (PSOL/SP),senado,06/05/2019,"Suprima-se o parágrafo único do art. 421 da Lei 10.406, de 10 de janeiro de 2002 - Código Civil, incluído pelo art. 7º da Medida Provisória.", EMENDA 74 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2200
NA,Deputado Federal Ivan Valente (PSOL/SP),senado,06/05/2019,"Suprima-se o inciso II do art. 17 da Medida Provisória 881, de 2019, que revoga o Decreto-Lei n° 73, de 21 de novembro de 1966.", EMENDA 75 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2201
NA,Deputado Federal Ivan Valente (PSOL/SP),senado,06/05/2019,"Suprima-se o inciso I do art. 17 da Medida Provisória 881, de 2019, que revoga a Lei Delegada n° 4, de 26 de setembro de 1962.", EMENDA 76 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2202
NA,Deputado Federal Ivan Valente (PSOL/SP),senado,06/05/2019,"Suprima-se o art. 6° da Medida Provisória 881, de 2019, que extingue o Fundo Soberano.", EMENDA 77 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2203
NA,Senador José Serra (PSDB/SP),senado,06/05/2019,NA, EMENDA 78 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2204
NA,Deputado Federal Márcio Jerry (PCdoB/MA),senado,06/05/2019,Dê-se ao art. 1º da Medida Provisória nº 881/2019 a seguinte redação:, EMENDA 79 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2205
NA,Deputado Federal Márcio Jerry (PCdoB/MA),senado,06/05/2019,Ficam suprimidos os seguintes dispositivos da Medida Provisória 881/2019:, EMENDA 80 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2206
NA,Deputado Federal Márcio Jerry (PCdoB/MA),senado,06/05/2019,Suprima-se o art. 2º da Medida Provisória nº 881/2019., EMENDA 81 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2207
NA,Deputado Federal Márcio Jerry (PCdoB/MA),senado,06/05/2019,"Dê-se ao art. 3º da Medida Provisória nº 881, de 30 de abril de 2019, a seguinte redação:", EMENDA 82 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2208
NA,Deputado Federal Daniel Almeida (PCdoB/BA),senado,06/05/2019,"Institui a Declaração de Direitos de Liberdade Econômica, estabelece garantias de livre mercado, análise de impacto regulatório, e dá outras providências.", EMENDA 83 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2209
NA,Deputado Federal Daniel Almeida (PCdoB/BA),senado,06/05/2019,"Institui a Declaração de Direitos de Liberdade Econômica, estabelece garantias de livre mercado, análise de impacto regulatório, e dá outras providências.", EMENDA 84 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2210
NA,Deputado Federal Daniel Almeida (PCdoB/BA),senado,06/05/2019,"Institui a Declaração de Direitos de Liberdade Econômica, estabelece garantias de livre mercado, análise de impacto regulatório, e dá outras providências.", EMENDA 85 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2211
NA,Deputado Federal Daniel Almeida (PCdoB/BA),senado,06/05/2019,"Institui a Declaração de Direitos de Liberdade Econômica, estabelece garantias de livre mercado, análise de impacto regulatório, e dá outras providências.", EMENDA 86 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2212
NA,Deputado Federal Daniel Almeida (PCdoB/BA),senado,06/05/2019,"Institui a Declaração de Direitos de Liberdade Econômica, estabelece garantias de livre mercado, análise de impacto regulatório, e dá outras providências.", EMENDA 87 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2213
NA,Deputado Federal André Figueiredo (PDT/CE),senado,06/05/2019,Altera o artigo 421 da Lei 10.406/2002, EMENDA 88 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2214
NA,Deputado Federal André Figueiredo (PDT/CE),senado,06/05/2019,"Suprima-se o Capítulo X, Do Fundo de Investimento, (arts. 1.368, C, D e E), do art. 7º da MPV 881/2019:", EMENDA 89 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2215
NA,Deputado Federal André Figueiredo (PDT/CE),senado,06/05/2019,"Suprima-se a expressão ""dolosa"" do § 1º do art. 50 da Lei nº 10.406, de 10 de janeiro de 2002 - Código Civil, alterado pelo art. 7º da MPV nº 881, de 2019.", EMENDA 90 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2216
NA,Deputado Federal Kim Kataguiri (DEM/SP),senado,06/05/2019,"Institui a Declaração de Direitos de Liberdade Econômica, estabelece garantias de livre mercado, análise de impacto regulatório, e dá outras providências.", EMENDA 91 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2217
NA,Deputado Federal Kim Kataguiri (DEM/SP),senado,06/05/2019,"Institui a Declaração de Direitos de Liberdade Econômica, estabelece garantias de livre mercado, análise de impacto regulatório, e dá outras providências", EMENDA 92 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2218
NA,Deputado Federal Elias Vaz (PSB/GO),senado,06/05/2019,"Suprima-se o inciso VIII do art. 3º da Medida Provisória nº 881, de 2019", EMENDA 93 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2219
NA,Deputado Federal Elias Vaz (PSB/GO),senado,06/05/2019,"Suprimam-se as alterações propostas nos artigos 421 e 480-A, do Código Civil, nos termos do art. 7º da Medida Provisória nº 881, de 2019.", EMENDA 94 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2220
NA,Deputado Federal Elias Vaz (PSB/GO),senado,06/05/2019,"Dê-se aos §§ 1º e 3º do artigo 1º da Medida Provisória nº 881, de 2019, a seguinte redação:", EMENDA 95 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2221
NA,Deputado Federal Elias Vaz (PSB/GO),senado,06/05/2019,"Dê-se aos incisos II e IX do artigo 3º da Medida Provisória nº 881, de 2019, a seguinte redação", EMENDA 96 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2222
NA,Senadora Kátia Abreu (PDT/TO),senado,06/05/2019,NA, EMENDA 97 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2223
NA,Deputado Federal Evair Vieira de Melo (PP/ES),senado,06/05/2019,"Institui a Declaração de Direitos de Liberdade Econômica, estabelece garantias de livre mercado, análise de impacto regulatório, e dá outras providências.", EMENDA 98 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2224
NA,Deputado Federal Evair Vieira de Melo (PP/ES),senado,06/05/2019,"Institui a Declaração de Direitos de Liberdade Econômica, estabelece garantias de livre mercado, análise de impacto regulatório, e dá outras providências.", EMENDA 99 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2225
NA,Deputado Federal Heitor Freire (PSL/CE),senado,06/05/2019,"Altere-se o Art. 14 da Medida Provisória nº 881/2019, para que se inclua o Artigo 19-E, com a seguinte redação:", EMENDA 100 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2226
NA,Deputado Federal Heitor Freire (PSL/CE),senado,06/05/2019,"Acresça-se, onde couber na Medida Provisória nº 881, de 2019, o seguinte dispositivo:", EMENDA 101 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2227
NA,Deputado Federal Renildo Calheiros (PCdoB/PE),senado,06/05/2019,"Dê-se ao art. 3º da Medida Provisória nº 881, de 30 de abril de 2019, a seguinte redação:", EMENDA 102 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2228
NA,Deputado Federal Renildo Calheiros (PCdoB/PE),senado,06/05/2019,Dê-se ao art. 1º da Medida Provisória nº 881/2019 a seguinte redação:, EMENDA 103 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2229
NA,Deputado Federal Renildo Calheiros (PCdoB/PE),senado,06/05/2019,"Ficam suprimidos os seguintes dispositivos da medida Provisória 881/2019: Art.6º ; Art.18, inciso III", EMENDA 104 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2230
NA,Deputado Federal Renildo Calheiros (PCdoB/PE),senado,06/05/2019,Suprima-se o art. 2º da Medida Provisória nº 881/2019., EMENDA 105 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2231
NA,Senador Rogério Carvalho (PT/SE),senado,06/05/2019,NA, EMENDA 106 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2232
NA,Senador Rogério Carvalho (PT/SE),senado,06/05/2019,NA, EMENDA 107 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2233
NA,Senador Rogério Carvalho (PT/SE),senado,06/05/2019,NA, EMENDA 108 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2234
NA,Senador Rogério Carvalho (PT/SE),senado,06/05/2019,NA, EMENDA 109 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2235
NA,Senador Rogério Carvalho (PT/SE),senado,06/05/2019,NA, EMENDA 110 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2236
NA,Deputado Federal Silvio Costa Filho (PRB/PE),senado,06/05/2019,"Institui a Declaração de Direitos de Liberdade Econômica, estabelece garantias de livre mercado, análise de impacto regulatório, e dá outras providências.", EMENDA 111 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2237
NA,Deputado Federal João Roma (PRB/BA),senado,06/05/2019,"Institui a Declaração de Direitos de Liberdade Econômica, estabelece garantias de livre mercado, análise de impacto regulatório, e dá outras providências.", EMENDA 112 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2238
NA,Deputado Federal José Medeiros (PODEMOS/MT),senado,06/05/2019,"Modifica a MPV 881/2019 que institui a Declaração de Direitos de Liberdade Econômica, estabelece garantias de livre mercado, análise de impacto regulatório, e dá outras providências.", EMENDA 113 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2239
NA,Deputada Federal Jaqueline Cassol (PP/RO),senado,06/05/2019,"Dá nova redação ao § 1º e inciso I do §2º e acrescenta §6º ao artigo 50, da Medida Provisória nº 881, de 30 de abril de 2019.", EMENDA 114 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2240
NA,Deputado Federal Sergio Vidigal (PDT/ES),senado,06/05/2019,"O texto do artigo 10, da MPV 881/2019, passa a vigorar com a seguinte redação: Art. 10. A Lei nº 11.598, de 2007, passa a vigorar com as seguintes alterações: ""Art. 4º............................................................................................ § 5º Ato do Poder Executivo federal disporá sobre a classificação de atividades de baixo risco, válida para todos os integrantes da Redesim, observada a Classificação Nacional de Atividade Econômica. (NR)", EMENDA 115 - MPV 881/2019 ,136531,"Comissão Mista da Medida Provisória nº 881, de 2019",2241
